review_id,reviewer,stars,date,text
Ci9DQUlRQUNvZENodHljRjlvT25oTWFTMHlOVmN5T0ZKTVN5MXlMVVkwTFVFM0xYYxAB,Ronny,5 stars,2025-08-01,"Delicious, and free drinks. Price per person $20–30 Food: 5 Service: 5 Atmosphere: 5 Group size Suitable for all group sizes Wait time No wait

Price per person: $20–30
Food: 5
Service: 5
Atmosphere: 5
Group size: Suitable for all group sizes
Wait time: No wait"
Ci9DQUlRQUNvZENodHljRjlvT2tObk1XTlZkMk5OYTFGRlYzZzJWM2xvZEZoWVgwRRAB,Lei Lin,5 stars,2025-08-01,"👍👍 Food: 5 Service: 5 Atmosphere: 5

Food: 5
Service: 5
Atmosphere: 5"
Ci9DQUlRQUNvZENodHljRjlvT2xCMk1WZEdNMGhhY1cxMk1tOWZYMjAyT0VNMFRXYxAB,yuan wang,4 stars,2025-07-01,"It's all fine, except that last night when I was having dinner, the little blacksmith in Milan was listening to the song happily, but it was cut off after just two sentences, and it was cut into ten years...🤦🏻‍♀️ Price per person $20–30 Food: 4 Service: 4 Atmosphere: 3 Noise level Quiet, easy to talk Group size 2 people Wait time No wait

Price per person: $20–30
Food: 4
Service: 4
Atmosphere: 3
Noise level: Quiet, easy to talk
Group size: 2 people
Wait time: No wait"
ChdDSUhNMG9nS0VOcld3TERRMDRLTmlBRRAB,Weichen Lin,1 star,2025-06-01,"I got infected with the Norovirus after eating at night. I had a high fever, dehydration, diarrhea, and acute gastroenteritis the next day. They can't even ensure basic food safety. Don't eat here. Food: 1 Service: 1 Atmosphere: 1

Food: 1
Service: 1
Atmosphere: 1"
ChdDSUhNMG9nS0VMYlFpUENfdGYzVnZBRRAB,WILLIAM JACKSON,5 stars,2025-06-01,"Price per person: $20–30
Food: 5
Service: 5
Atmosphere: 5"
Ci9DQUlRQUNvZENodHljRjlvT2pFdFdGQkhaMU5JZEhOYVFuSjRlR3BhTFZsMFNIYxAB,Gabriela Molina,5 stars,2025-06-01,
Ci9DQUlRQUNvZENodHljRjlvT2tWbk5rc3dkVVl4YkdGbVJYTk1halJPYVRoMFIwRRAB,Joseph Liao,2 stars,2025-06-01,"I suggest that the waitress with pink hair should not be a waitress if she has such a bad face. I suggest the boss to change her attitude and report to the relevant departments if she doesn't improve her service attitude. Too bad Service Dine in Price per person $10–20 Food: 4 Service: 1 Atmosphere: 2 Group size 2 people Wait time 10-30 min

Service: Dine in
Price per person: $10–20
Food: 4
Service: 1
Atmosphere: 2
Group size: 2 people
Wait time: 10-30 min"
Ci9DQUlRQUNvZENodHljRjlvT2xaTUxYcEpUWEZJTWtaWFpEbG5VVk13WWxsaFprRRAB,Laide Lopez,5 stars,2025-06-01,"Food: 5
Service: 5
Atmosphere: 5"
ChZDSUhNMG9nS0VJQ0FnTURnNDZISEJREAE,K Do,5 stars,2025-06-01,"Delicious malatang Food: 5 Service: 5 Atmosphere: 5

Food: 5
Service: 5
Atmosphere: 5"
ChdDSUhNMG9nS0VLckQybzdsbTZ2NHZBRRAB,sadin jr,1 star,2025-06-01,"Food is great but need to change the employees. That's all i would say Food: 5 Service: 1

Food: 5
Service: 1"
ChdDSUhNMG9nS0VNVHcxdGYyXy1pNXNnRRAB,David Ruiz,3 stars,2025-05-01,"Service: Dine in
Price per person: $50–100
Food: 3
Service: 1
Atmosphere: 1
Noise level: Moderate noise
Group size: 2 people"
ChZDSUhNMG9nS0VJQ0FnTUNZX3FIc05BEAE,Christina Quinn,1 star,2025-05-01,"I have been here twice. Every time I had runs. It always messed up my stomach. Salted as hell Price per person $30–50 Food: 1 Service: 1 Atmosphere: 1

Price per person: $30–50
Food: 1
Service: 1
Atmosphere: 1"
ChdDSUhNMG9nS0VJQ0FnTUNvdTd5NzRRRRAB,Keller Marin,5 stars,2025-05-01,"Food: 5
Service: 5
Atmosphere: 5"
ChZDSUhNMG9nS0VJQ0FnTURJN0o2OWJBEAE,Zhiguang Liang,5 stars,2025-04-01,"Tastes great Price per person $20–30 Food: 5 Service: 5 Atmosphere: 5

Price per person: $20–30
Food: 5
Service: 5
Atmosphere: 5"
ChdDSUhNMG9nS0VJQ0FnTUR3cThDanh3RRAB,dominic uong,1 star,2025-04-01,"We came in at 1:30 am and they close at 2. We said we would be quick. A tall guy with blonde highlights and glasses cussed us out. The guy also slammed our food on the scale and said the food would be ready by 1:50. But it came out at 1:40. We left at 1:55. The guy has some serious issues and probably needs a vacation. Food is great but service needs work. Probably won’t be coming back to this location. Food: 5 Service: 1 Atmosphere: 1

Food: 5
Service: 1
Atmosphere: 1"
ChdDSUhNMG9nS0VJQ0FnTURRbFpXb3ZBRRAB,Edwin Mendoza,1 star,2025-03-01,"The food & enviroment are amazing. Every time i try to eat in late. I always get told it’s only to go. The place says it closes at 2am. So frustrating. Food: 5 Service: 1 Atmosphere: 5

Food: 5
Service: 1
Atmosphere: 5"
ChdDSUhNMG9nS0VJQ0FnTUNRa09xbm5RRRAB,Wendy T,1 star,2025-03-01,"If there was a YGF wall of fame I would be on it. My friend and I have been coming here weekly for the better part of 6 months. YGF used to be great...roll up into the worst parking lot in Los Angeles, squeak by the hammered cybertruck, and go inside the warmly lit restaurant, lose a couple decibels of hearing from the Chinese EDM...it was all the better because of the contrast between exterior (ravaged) and interior (pleasantly smashed). Some time ago this place has become overrun. I don't know when word got out (probably because of all of you writing these reviews about how this is the best YGF in the area...not anymore...) but now all of Los Angeles under the age of 35 is here. Last week we couldn't even get a seat, and there was a haphazard line spinning itself into the main cavity of the restaurant. The whole place is about 50 square feet, so really there was no line, just an abscess of people in the center of the restaurant. You couldn't even navigate to the food bar. The staff, bless them, had no idea how to handle the crowd. Waiting system? The cashier told me to just fight it out for myself. The competition was too fierce; I was out-girlbossed. YGF I know  you're trying to be the next HDL but if you wanted that to happen for yourself you would read a management book and play it more like Diner Dash. PLEASE. It's the Asian Century...I dunno if I'm gonna make it there... Food: 5 Service: 5 Atmosphere: 1

Food: 5
Service: 5
Atmosphere: 1"
ChZDSUhNMG9nS0VJQ0FnTUNnbHE3ZlpnEAE,Chris & Laurie Shumate,5 stars,2025-02-01,"We stumbled upon this place while we were leaving downtown and needed some food On our way back home. We walked in and were initially somewhat overwhelmed, but one of the guys who works there came up and explained everything to us and I am so happy that we gave this place to try! Like a DIY hot pot restaurant. So much fun. We are both vegan so this was an awesome place to eat a bunch of vegetables and get filled up. Service Dine in Meal type Lunch Price per person $20–30 Food: 5 Service: 5 Atmosphere: 5 Recommendation for vegetarians Highly recommend Vegetarian offerings Large vegetarian selection

Service: Dine in
Meal type: Lunch
Price per person: $20–30
Food: 5
Service: 5
Atmosphere: 5
Recommendation for vegetarians: Highly recommend
Vegetarian offerings: Large vegetarian selection"
ChdDSUhNMG9nS0VJQ0FnTUNBcF9IYjlBRRAB,shafayeth jamil,5 stars,2025-02-01,
ChdDSUhNMG9nS0VJQ0FnTUNBaTZTeHB3RRAB,chewie PAYAKAPHANTA,5 stars,2025-02-01,"The best YGF location out there!!! (And trust me I’ve been to multiple) I’ve been to this location, at least 10 times already. Ingredient choice are awesome and CLEAN and much more than other places. Despite the small space they have, they cater well! Spicy hot pot is really really good. The flavor really immerses in the food (that’s very important because some other location when I order it dried the flavor doesn’t come with it. It’s like they just pan fried and put sauce on it) I definitely love love it!! Will go back here for a thousand more times Service Dine in Meal type Dinner Price per person $20–30 Food: 5 Service: 5 Atmosphere: 5 Recommended dishes

Service: Dine in
Meal type: Dinner
Price per person: $20–30
Food: 5
Service: 5
Atmosphere: 5
Recommended dishes"
ChZDSUhNMG9nS0VJQ0FnTUNBd052MktBEAE,Ever Menjivar,5 stars,2025-02-01,"Service: Take out
Meal type: Dinner
Price per person: $30–50
Food: 5
Service: 5
Atmosphere: 5
Recommended dishes"
ChdDSUhNMG9nS0VJQ0FnSURmbWFHcDJRRRAB,Nomizo Pro,1 star,2025-01-01,"EASILY THE WORST ASIAN CUISINE I HAVE EVER ALLOWED INTO MY BODY.

I didn’t get sick or anything, but that food smelled and tasted so so so bad. I got my order in the style of the stir fry, and it was miserable. I thought my girlfriend’s beef bone broth was gonna be better BUT IT WAS JUST AS CRAP.

I brought it home to my neighbors to try, and they couldn’t stand it. 8 people passed up on it. If you’re reading this, so should you. SMH Service Dine in Meal type Dinner Price per person $30–50 Food: 1 Service: 5 Atmosphere: 2

Service: Dine in
Meal type: Dinner
Price per person: $30–50
Food: 1
Service: 5
Atmosphere: 2"
ChZDSUhNMG9nS0VJQ0FnSUN2bUlmQUJ3EAE,GARY LUU,4 stars,2024-12-01,"Food: 4
Service: 4
Atmosphere: 4"
ChdDSUhNMG9nS0VJQ0FnSUNQaHRQYXpBRRAB,XW,1 star,2024-12-01,"Definitely the worst. 7 of us went together and everyone had stomach issue and diarrhea afterward. Most importantly, they take away food you already paid for from your bowl!!!!! At first I noticed my Japanese tofu was gone, but I was with a group of people so I thought maybe I just didn’t notice when I ate it. But when I was having the to go leftovers, I realized my prawn was gone too!! And I’m pretty darn sure about this because I’d remember if I peeled it! Never seen such disgusting shameless store before. Gross!!! Service Dine in Meal type Lunch Price per person $30–50 Food: 1 Service: 1 Atmosphere: 1

Service: Dine in
Meal type: Lunch
Price per person: $30–50
Food: 1
Service: 1
Atmosphere: 1"
ChdDSUhNMG9nS0VJQ0FnSUQzMWNYbl9RRRAB,Hacks Mama,5 stars,a year ago,"Food: 5
Service: 5
Atmosphere: 5"
ChdDSUhNMG9nS0VJQ0FnSUQzNnRIMWhRRRAB,Onkar Apte,5 stars,a year ago,A bit expensive but worth it
ChdDSUhNMG9nS0VJQ0FnSUNYMmJ1WXhRRRAB,크리스틴,4 stars,a year ago,"I love you guys <3 Pls lower the postmates minimum 7🙏 and I am requesting fen hao zi or more wide noodle options. Thank you for YGF Service Dine in Meal type Dinner Price per person $10–20 Food: 4 Service: 5 Atmosphere: 4

Service: Dine in
Meal type: Dinner
Price per person: $10–20
Food: 4
Service: 5
Atmosphere: 4"
ChZDSUhNMG9nS0VJQ0FnSURuNE5XZWR3EAE,劉品辰,5 stars,a year ago,"It's delicious, but since it's priced by weight, remember not to take too much of the heavy ingredients like cabbage or fish slices. Service Dine in Meal type Dinner Price per person $20–30 Food: 5 Service: 5 Atmosphere: 5

Service: Dine in
Meal type: Dinner
Price per person: $20–30
Food: 5
Service: 5
Atmosphere: 5"
ChZDSUhNMG9nS0VJQ0FnSURub1A2VklREAE,uv dub A,1 star,a year ago,"They barley speak any English so it was hard to get food if you don't know how they operate.

My Orders was ready for a whole ten minutes but the server refused to give me my food  as they prioritized finishing door dash orders over in person orders.

The food was very numbing as it didn't really taste like anything but made my tongue numb, it was hard to eat so I wasn't able to finish it but was able to try a little bit of everything, which the meats werent very flavorful and were all mostly frozen. Service Dine in Meal type Lunch Price per person $10–20 Food: 1 Service: 1 Atmosphere: 3

Service: Dine in
Meal type: Lunch
Price per person: $10–20
Food: 1
Service: 1
Atmosphere: 3"
ChdDSUhNMG9nS0VJQ0FnSUNudGVpbnNRRRAB,Logan,1 star,a year ago,"Yesterday I spent $37.67 and ordered a lot of lamb, and vegetables, including lotus root, with two slices of each, and chrysanthemum. But when they cooked it and I ate it, there was a lot less meat, and other things, they basically stole them and didn't put them in. There was only one lotus root, which also meant that they stole my ingredients when they were cooking in the kitchen, which is to cut corners and cheat customers. The boss is a wicked person. I have lived in the United States for so long and I have seen it again. Everyone must be careful when you go to eat in the future. Check whether the things you ordered are in there. They will definitely have your ingredients that they won't put in. I will never go there again. The boss cheats customers. I see this place often makes such things. It is like stealing our things. It is so hateful. Meal type Dinner Price per person $30–50 Food: 1 Service: 1 Atmosphere: 1

Meal type: Dinner
Price per person: $30–50
Food: 1
Service: 1
Atmosphere: 1"
ChZDSUhNMG9nS0VJQ0FnSURIMTUzaElBEAE,程冠杰,5 stars,a year ago,"Service: Dine in
Meal type: Dinner
Price per person: $20–30
Food: 5
Service: 5
Atmosphere: 5"
ChZDSUhNMG9nS0VJQ0FnSURIcm8zNllnEAE,Carlos Batista,5 stars,a year ago,"Service: Dine in
Meal type: Dinner
Price per person: $20–30
Food: 5
Service: 5
Atmosphere: 5"
ChZDSUhNMG9nS0VJQ0FnSURIbkp1b2N3EAE,A A,5 stars,a year ago,"A bit pricey.. but worth it! Food: 5 Service: 5 Atmosphere: 5

Food: 5
Service: 5
Atmosphere: 5"
ChZDSUhNMG9nS0VJQ0FnSURIbUtQMWZBEAE,Charlie Han,5 stars,a year ago,
ChdDSUhNMG9nS0VJQ0FnSUNIcGZqdjlBRRAB,Hanwen Yang,4 stars,a year ago,"The air conditioning is poor. I was sweating all over after eating. Service Dine in Meal type Dinner Price per person $20–30 Food: 5 Service: 5 Atmosphere: 3

Service: Dine in
Meal type: Dinner
Price per person: $20–30
Food: 5
Service: 5
Atmosphere: 3"
ChdDSUhNMG9nS0VJQ0FnSUNIOFkzcjBRRRAB,Kseries Media,5 stars,a year ago,"The soup goes by weight to pay average 10-17$
It does get busy and tables are first come first serve. Make your sauce. Very good place to try. Chinese restaurant. Get the original then add spice later Service Dine in Meal type Dinner Price per person $10–20 Food: 5 Service: 5 Atmosphere: 5 Parking space Somewhat difficult to find parking Parking options Free parking lot Parking First come first serve gets busy dinner time

Service: Dine in
Meal type: Dinner
Price per person: $10–20
Food: 5
Service: 5
Atmosphere: 5
Parking space: Somewhat difficult to find parking
Parking options: Free parking lot
Parking: First come first serve gets busy dinner time"
ChZDSUhNMG9nS0VJQ0FnSUQ3bzRiQk9REAE,L H,5 stars,a year ago,"The store is clean and the meat looks fresh! Service Dine in Meal type Dinner Price per person $10–20 Food: 5 Service: 5 Atmosphere: 5

Service: Dine in
Meal type: Dinner
Price per person: $10–20
Food: 5
Service: 5
Atmosphere: 5"
ChZDSUhNMG9nS0VJQ0FnSUQ3MGN2bVR3EAE,Adriana Aguirre,5 stars,a year ago,"Service: Dine in
Meal type: Dinner
Price per person: $30–50
Food: 5
Service: 5
Atmosphere: 5"
ChZDSUhNMG9nS0VJQ0FnSUQ3MkxTZENREAE,Bella Xu,5 stars,a year ago,"Nice service and great food. I will come again. Food: 5 Service: 5 Atmosphere: 5

Food: 5
Service: 5
Atmosphere: 5"
ChZDSUhNMG9nS0VJQ0FnSUQ3Mk9TQU5REAE,Jenny,5 stars,a year ago,"Service: Dine in
Meal type: Lunch
Price per person: $10–20
Food: 5
Service: 5
Atmosphere: 5"
